DateHeure,Ville,Latitude,Longitude,Temperature,Humidite,Pression,VitesseVent,MeteoDescription,AQI,NO2,O3,PM10,PM2_5,JeuDonnees
2026-05-02 01:29:12.725070,Tanger,35.7595,-5.834,17.74,72.0,1018.0,2.06,clear sky,2.0,1.6,96.62,7.88,3.23,Entrainement
2026-05-02 01:29:12.725070,Marrakech,31.6295,-7.9811,16.98,72.0,1018.0,2.57,clear sky,2.0,1.87,85.65,31.68,13.14,Entrainement
2026-05-02 01:29:12.725070,Rabat,34.0209,-6.8416,11.37,100.0,1019.0,0.0,broken clouds,2.0,3.28,80.51,7.34,3.58,Entrainement
2026-05-02 02:23:58.847871,Rabat,34.0209,-6.8416,11.36,100.0,1019.0,0.0,scattered clouds,2.0,2.88,78.56,7.6,3.7,Entrainement
2026-05-02 02:23:58.847871,Marrakech,31.6295,-7.9811,14.98,82.0,1018.0,1.54,clear sky,2.0,1.63,82.13,31.16,13.23,Entrainement
2026-05-02 02:23:58.847871,Agadir,30.4278,-9.5981,15.06,87.0,1017.0,4.39,scattered clouds,2.0,0.24,97.12,8.79,3.19,Entrainement
2026-05-02 02:23:58.847871,Tanger,35.7595,-5.834,16.74,77.0,1018.0,2.06,clear sky,2.0,1.44,93.8,7.77,3.13,Entrainement
2026-05-02 02:29:22.338535,Agadir,30.4278,-9.5981,15.06,85.0,1017.0,4.39,scattered clouds,2.0,0.24,97.12,8.79,3.19,Entrainement
2026-05-02 02:29:22.338535,Tanger,35.7595,-5.834,16.74,77.0,1018.0,2.06,clear sky,2.0,1.44,93.8,7.77,3.13,Entrainement
2026-05-02 02:29:22.338535,Marrakech,31.6295,-7.9811,14.98,82.0,1018.0,1.54,clear sky,2.0,1.63,82.13,31.16,13.23,Entrainement
2026-05-02 02:29:22.338535,Rabat,34.0209,-6.8416,11.37,100.0,1019.0,0.0,scattered clouds,2.0,2.88,78.56,7.6,3.7,Entrainement
2026-05-02 03:24:08.684789,Rabat,34.0209,-6.8416,12.37,100.0,1018.0,0.0,broken clouds,2.0,2.56,77.32,7.87,3.81,Entrainement
2026-05-02 03:24:08.684789,Marrakech,31.6295,-7.9811,14.98,82.0,1017.0,1.03,clear sky,2.0,1.55,77.02,30.44,13.33,Entrainement
2026-05-02 03:24:08.684789,Agadir,30.4278,-9.5981,15.06,85.0,1017.0,2.48,broken clouds,2.0,0.24,95.44,7.97,2.74,Entrainement
2026-05-02 03:24:08.684789,Tanger,35.7595,-5.834,16.74,77.0,1017.0,2.06,clear sky,2.0,1.36,90.65,7.81,3.08,Entrainement
2026-05-02 03:29:32.153822,Agadir,30.4278,-9.5981,15.06,85.0,1017.0,2.48,broken clouds,2.0,0.24,95.44,7.97,2.74,Entrainement
2026-05-02 03:29:32.153822,Tanger,35.7595,-5.834,16.74,77.0,1017.0,2.06,clear sky,2.0,1.36,90.65,7.81,3.08,Entrainement
2026-05-02 03:29:32.153822,Marrakech,31.6295,-7.9811,14.98,82.0,1017.0,1.03,clear sky,2.0,1.55,77.02,30.44,13.33,Entrainement
2026-05-02 03:29:32.153822,Rabat,34.0209,-6.8416,12.37,100.0,1018.0,0.0,broken clouds,2.0,2.56,77.32,7.87,3.81,Entrainement
2026-05-02 04:24:18.492037,Agadir,30.4278,-9.5981,14.06,85.0,1017.0,0.67,broken clouds,2.0,0.24,93.52,7.26,2.44,Entrainement
2026-05-02 04:24:18.492037,Tanger,35.7595,-5.834,15.74,88.0,1017.0,2.57,clear sky,2.0,1.33,88.2,7.92,3.09,Entrainement
2026-05-02 04:24:18.492037,Marrakech,31.6295,-7.9811,14.98,82.0,1017.0,1.03,clear sky,2.0,1.51,72.51,30.03,13.52,Entrainement
2026-05-02 04:24:18.492037,Rabat,34.0209,-6.8416,14.37,100.0,1018.0,0.0,broken clouds,2.0,2.32,76.23,8.1,3.95,Entrainement
2026-05-02 04:29:41.934718,Agadir,30.4278,-9.5981,14.06,85.0,1017.0,0.67,broken clouds,2.0,0.24,93.52,7.26,2.44,Entrainement
2026-05-02 04:29:41.934718,Tanger,35.7595,-5.834,15.74,88.0,1017.0,2.57,clear sky,2.0,1.33,88.2,7.92,3.09,Entrainement
2026-05-02 04:29:41.934718,Marrakech,31.6295,-7.9811,14.98,82.0,1017.0,1.03,clear sky,2.0,1.51,72.51,30.03,13.52,Entrainement
2026-05-02 04:29:41.934718,Rabat,34.0209,-6.8416,14.37,100.0,1018.0,0.0,broken clouds,2.0,2.32,76.23,8.1,3.95,Entrainement
2026-05-02 05:24:28.317172,Rabat,34.0209,-6.8416,15.37,94.0,1018.0,0.0,broken clouds,2.0,2.22,74.07,8.31,4.11,Entrainement
2026-05-02 05:24:28.317172,Marrakech,31.6295,-7.9811,14.98,82.0,1017.0,2.06,clear sky,2.0,1.56,69.22,29.9,13.76,Entrainement
2026-05-02 05:24:28.317172,Agadir,30.4278,-9.5981,14.06,88.0,1017.0,0.26,broken clouds,2.0,0.25,92.33,7.55,2.56,Entrainement
2026-05-02 05:24:28.317172,Tanger,35.7595,-5.834,15.74,88.0,1017.0,2.57,clear sky,2.0,1.33,86.73,8.07,3.14,Entrainement
2026-05-02 05:29:51.454074,Agadir,30.4278,-9.5981,14.06,88.0,1017.0,0.26,broken clouds,2.0,0.25,92.33,7.55,2.56,Entrainement
2026-05-02 05:29:51.454074,Tanger,35.7595,-5.834,15.74,88.0,1017.0,2.57,clear sky,2.0,1.33,86.73,8.07,3.14,Entrainement
2026-05-02 05:29:51.454074,Marrakech,31.6295,-7.9811,14.98,82.0,1017.0,2.06,clear sky,2.0,1.56,69.22,29.9,13.76,Entrainement
2026-05-02 05:29:51.454074,Rabat,34.0209,-6.8416,15.37,94.0,1018.0,0.0,broken clouds,2.0,2.22,74.07,8.31,4.11,Entrainement
2026-05-02 06:24:37.813982,Agadir,30.4278,-9.5981,14.06,90.0,1017.0,0.85,broken clouds,2.0,0.26,91.85,8.76,3.02,Entrainement
2026-05-02 06:24:37.813982,Tanger,35.7595,-5.834,15.74,88.0,1017.0,2.57,overcast clouds,2.0,1.41,85.59,8.28,3.28,Entrainement
2026-05-02 06:24:37.813982,Marrakech,31.6295,-7.9811,13.98,88.0,1017.0,2.57,clear sky,2.0,1.69,65.98,30.09,14.06,Entrainement
2026-05-02 06:24:37.813982,Rabat,34.0209,-6.8416,14.37,100.0,1018.0,0.0,broken clouds,2.0,2.27,71.22,8.43,4.27,Entrainement
2026-05-02 06:30:00.906344,Agadir,30.4278,-9.5981,14.06,90.0,1017.0,0.85,broken clouds,2.0,0.26,91.85,8.76,3.02,Entrainement
2026-05-02 06:30:00.906344,Tanger,35.7595,-5.834,15.74,88.0,1017.0,2.57,overcast clouds,2.0,1.41,85.59,8.28,3.28,Entrainement
2026-05-02 06:30:00.906344,Marrakech,31.6295,-7.9811,13.98,88.0,1017.0,2.57,clear sky,2.0,1.69,65.98,30.09,14.06,Entrainement
2026-05-02 06:30:00.906344,Rabat,34.0209,-6.8416,14.37,100.0,1018.0,0.0,broken clouds,2.0,2.27,71.22,8.43,4.27,Entrainement
2026-05-02 07:24:47.595267,Marrakech,31.6295,-7.9811,13.0,88.0,1018.0,2.06,clear sky,2.0,2.2,62.94,30.62,14.35,Entrainement
2026-05-02 07:24:47.595267,Rabat,34.0209,-6.8416,15.37,94.0,1018.0,0.0,overcast clouds,2.0,2.68,68.52,8.57,4.43,Entrainement
2026-05-02 07:24:47.595267,Tanger,35.7595,-5.834,15.74,94.0,1018.0,2.06,overcast clouds,2.0,1.9,84.68,8.62,3.48,Entrainement
2026-05-02 07:24:47.595267,Agadir,30.4278,-9.5981,14.06,91.0,1017.0,1.73,broken clouds,2.0,0.31,91.14,9.98,3.48,Entrainement
2026-05-02 07:30:10.693600,Agadir,30.4278,-9.5981,14.06,91.0,1017.0,1.73,broken clouds,2.0,0.31,91.14,9.98,3.48,Entrainement
2026-05-02 07:30:10.693600,Tanger,35.7595,-5.834,15.74,94.0,1018.0,2.06,overcast clouds,2.0,1.9,84.68,8.62,3.48,Entrainement
2026-05-02 07:30:10.693600,Marrakech,31.6295,-7.9811,13.0,88.0,1018.0,2.06,clear sky,2.0,2.2,62.94,30.62,14.35,Entrainement
2026-05-02 07:30:10.693600,Rabat,34.0209,-6.8416,15.37,94.0,1018.0,0.0,overcast clouds,2.0,2.68,68.52,8.57,4.43,Entrainement
2026-05-02 08:24:57.379284,Agadir,30.4278,-9.5981,15.06,88.0,1017.0,1.97,few clouds,2.0,0.41,90.44,11.48,4.03,Entrainement
2026-05-02 08:24:57.379284,Tanger,35.7595,-5.834,16.74,94.0,1018.0,1.03,scattered clouds,2.0,3.06,82.86,9.06,3.73,Entrainement
2026-05-02 08:24:57.379284,Marrakech,31.6295,-7.9811,13.98,88.0,1018.0,3.6,overcast clouds,2.0,2.99,61.52,31.06,14.29,Entrainement
2026-05-02 08:24:57.379284,Rabat,34.0209,-6.8416,16.37,100.0,1019.0,0.0,overcast clouds,2.0,3.47,65.97,8.82,4.59,Entrainement
2026-05-02 08:30:20.416052,Agadir,30.4278,-9.5981,15.06,88.0,1017.0,1.97,few clouds,2.0,0.41,90.44,11.48,4.03,Entrainement
2026-05-02 08:30:20.416052,Tanger,35.7595,-5.834,16.74,94.0,1018.0,1.03,scattered clouds,2.0,3.06,82.86,9.06,3.73,Entrainement
2026-05-02 08:30:20.416052,Marrakech,31.6295,-7.9811,13.98,88.0,1018.0,3.6,overcast clouds,2.0,2.99,64.11,31.01,13.96,Entrainement
2026-05-02 08:30:20.416052,Rabat,34.0209,-6.8416,16.37,100.0,1019.0,0.0,overcast clouds,2.0,3.47,65.97,8.82,4.59,Entrainement
2026-05-02 09:25:06.963104,Rabat,34.0209,-6.8416,17.37,100.0,1019.0,2.06,overcast clouds,2.0,3.55,66.11,9.18,4.77,Entrainement
2026-05-02 09:25:06.963104,Tanger,35.7595,-5.834,18.74,82.0,1018.0,1.03,scattered clouds,2.0,3.6,81.93,9.34,3.88,Entrainement
2026-05-02 09:25:06.963104,Marrakech,31.6295,-7.9811,15.98,82.0,1018.0,3.6,broken clouds,2.0,2.99,64.11,31.01,13.96,Entrainement
2026-05-02 09:25:06.963104,Agadir,30.4278,-9.5981,18.06,83.0,1017.0,2.25,few clouds,2.0,0.47,89.49,12.8,4.47,Entrainement
2026-05-02 09:30:29.855807,Rabat,34.0209,-6.8416,17.37,100.0,1019.0,2.06,overcast clouds,2.0,3.55,66.11,9.18,4.77,Entrainement
2026-05-02 09:30:29.855807,Marrakech,31.6295,-7.9811,15.98,82.0,1018.0,3.6,broken clouds,2.0,2.99,64.11,31.01,13.96,Entrainement
2026-05-02 09:30:29.855807,Tanger,35.7595,-5.834,18.74,82.0,1018.0,1.03,scattered clouds,2.0,3.6,81.93,9.34,3.88,Entrainement
2026-05-02 09:30:29.855807,Agadir,30.4278,-9.5981,18.06,83.0,1017.0,2.25,few clouds,2.0,0.47,89.49,12.8,4.47,Entrainement
2026-05-02 09:58:34.000000,Casablanca,33.5731,-7.5898,17.89,72.0,1019.0,2.06,broken clouds,2.0,2.22,73.65,15.39,6.29,Entrainement
2026-05-02 09:58:41.000000,Rabat,34.0209,-6.8416,18.37,88.0,1019.0,2.06,overcast clouds,2.0,3.06,70.77,9.65,5.08,Entrainement
2026-05-02 09:58:47.000000,Marrakech,31.6295,-7.9811,16.98,77.0,1018.0,2.57,broken clouds,2.0,2.29,71.39,30.69,13.44,Entrainement
2026-05-02 09:58:54.000000,Fes,34.0331,-5.0003,18.08,88.0,1018.0,2.06,scattered clouds,1.0,1.97,37.91,6.16,3.46,Entrainement
2026-05-02 10:25:16.771390,Rabat,34.0209,-6.8416,18.37,82.0,1019.0,2.06,overcast clouds,2.0,3.06,70.77,9.65,5.08,Entrainement
2026-05-02 10:25:16.771390,Marrakech,31.6295,-7.9811,16.98,77.0,1018.0,3.09,broken clouds,2.0,2.29,71.39,30.69,13.44,Entrainement
2026-05-02 10:25:16.771390,Tanger,35.7595,-5.834,20.74,73.0,1018.0,2.06,scattered clouds,2.0,2.9,85.94,9.23,3.8,Entrainement
2026-05-02 10:25:16.771390,Agadir,30.4278,-9.5981,20.06,77.0,1017.0,2.2,few clouds,2.0,0.42,88.55,13.78,4.7,Entrainement
2026-05-02 10:30:39.594831,Rabat,34.0209,-6.8416,18.37,82.0,1019.0,2.06,overcast clouds,2.0,3.06,70.77,9.65,5.08,Entrainement
2026-05-02 10:30:39.594831,Agadir,30.4278,-9.5981,20.06,74.0,1018.0,3.22,scattered clouds,2.0,0.42,88.55,13.78,4.7,Entrainement
2026-05-02 10:30:39.594831,Tanger,35.7595,-5.834,20.74,73.0,1018.0,2.06,scattered clouds,2.0,2.9,85.94,9.23,3.8,Entrainement
2026-05-02 10:30:39.594831,Marrakech,31.6295,-7.9811,16.98,77.0,1018.0,3.09,broken clouds,2.0,2.29,71.39,30.69,13.44,Entrainement
2026-05-02 10:31:01.000000,Casablanca,33.5731,-7.5898,19.13,68.0,1019.0,2.06,broken clouds,2.0,0.94,97.2,15.31,6.89,Entrainement
2026-05-02 10:31:02.000000,Tanger,35.7595,-5.834,19.64,77.0,1018.0,3.09,scattered clouds,2.0,1.28,97.26,10.83,6.26,Entrainement
2026-05-02 10:31:04.000000,Karia Ba Mohamed,34.3667,-5.2139,21.91,63.0,1018.0,3.47,overcast clouds,2.0,0.51,83.05,9.71,5.84,Entrainement
2026-05-02 10:31:05.000000,Fes,34.0331,-5.0003,18.14,82.0,1017.0,4.63,broken clouds,2.0,0.35,82.25,8.99,4.82,Entrainement
2026-05-02 10:59:01.000000,Casablanca,33.5731,-7.5898,17.89,72.0,1019.0,2.06,broken clouds,2.0,1.37,89.04,15.68,6.57,Entrainement
2026-05-02 10:59:09.000000,Rabat,34.0209,-6.8416,19.37,77.0,1019.0,2.57,overcast clouds,2.0,1.89,89.71,10.45,5.7,Entrainement
2026-05-02 10:59:16.000000,Marrakech,31.6295,-7.9811,16.98,77.0,1018.0,2.57,broken clouds,2.0,0.7,93.0,26.29,10.75,Entrainement
2026-05-02 10:59:23.000000,Fes,34.0331,-5.0003,18.08,82.0,1018.0,3.6,broken clouds,2.0,0.61,76.49,8.08,4.33,Entrainement
2026-05-02 11:31:07.000000,Casablanca,33.5731,-7.5898,19.13,68.0,1019.0,2.06,broken clouds,3.0,0.71,101.09,15.49,7.44,Entrainement
2026-05-02 11:31:08.000000,Tanger,35.7595,-5.834,20.64,73.0,1017.0,3.09,scattered clouds,3.0,0.98,100.98,11.13,6.76,Entrainement
2026-05-02 11:31:09.000000,Karia Ba Mohamed,34.3667,-5.2139,23.65,56.0,1017.0,3.67,overcast clouds,2.0,0.46,84.46,9.95,5.99,Entrainement
2026-05-02 11:31:11.000000,Fes,34.0331,-5.0003,20.14,72.0,1016.0,4.63,broken clouds,2.0,0.31,82.89,9.5,5.22,Entrainement
2026-05-02 11:59:30.000000,Casablanca,33.5731,-7.5898,18.95,68.0,1019.0,2.06,broken clouds,2.0,0.89,96.71,15.95,7.12,Entrainement
2026-05-02 11:59:36.000000,Rabat,34.0209,-6.8416,19.37,77.0,1019.0,2.06,overcast clouds,2.0,1.28,97.26,10.83,6.26,Entrainement
2026-05-02 11:59:42.000000,Marrakech,31.6295,-7.9811,20.98,64.0,1017.0,1.54,broken clouds,2.0,0.39,97.11,24.45,9.82,Entrainement
2026-05-02 11:59:49.000000,Fes,34.0331,-5.0003,19.08,82.0,1017.0,4.63,broken clouds,2.0,0.35,82.25,8.99,4.82,Entrainement
2026-05-02 12:08:19.812960,Agadir,30.4278,-9.5981,24.06,71.0,1017.0,3.55,scattered clouds,2.0,0.25,88.93,16.78,5.75,Entrainement
2026-05-02 12:08:19.812960,Rabat,34.0209,-6.8416,19.37,77.0,1019.0,2.06,overcast clouds,2.0,1.28,97.26,10.83,6.26,Entrainement
2026-05-02 12:08:19.812960,Tanger,35.7595,-5.834,19.74,77.0,1018.0,1.54,scattered clouds,3.0,0.91,104.1,8.42,3.64,Entrainement
2026-05-02 12:08:19.812960,Marrakech,31.6295,-7.9811,20.98,64.0,1017.0,1.54,broken clouds,2.0,0.39,97.11,24.45,9.82,Entrainement
2026-05-02 12:31:14.000000,Casablanca,33.5731,-7.5898,20.74,60.0,1018.0,2.06,scattered clouds,3.0,0.71,101.09,15.49,7.44,Entrainement
2026-05-02 12:31:15.000000,Tanger,35.7595,-5.834,19.64,77.0,1017.0,3.09,scattered clouds,3.0,0.73,103.98,10.21,6.33,Entrainement
2026-05-02 12:31:17.000000,Karia Ba Mohamed,34.3667,-5.2139,25.08,52.0,1016.0,4.2,broken clouds,2.0,0.48,88.88,9.71,5.81,Entrainement
2026-05-02 12:31:19.000000,Fes,34.0331,-5.0003,20.14,77.0,1016.0,4.63,broken clouds,2.0,0.29,86.63,9.46,5.29,Entrainement
2026-05-02 12:59:59.000000,Casablanca,33.5731,-7.5898,19.01,68.0,1018.0,2.06,broken clouds,3.0,0.66,101.23,16.13,7.73,Entrainement
2026-05-02 13:00:09.000000,Rabat,34.0209,-6.8416,19.37,77.0,1018.0,2.06,overcast clouds,3.0,0.98,100.98,11.13,6.76,Entrainement
2026-05-02 13:00:17.000000,Marrakech,31.6295,-7.9811,21.98,56.0,1016.0,2.06,scattered clouds,2.0,0.32,98.56,25.39,10.19,Entrainement
2026-05-02 13:00:27.000000,Fes,34.0331,-5.0003,20.08,72.0,1016.0,4.63,scattered clouds,2.0,0.31,82.89,9.5,5.22,Entrainement
2026-05-02 13:08:29.754473,Marrakech,31.6295,-7.9811,21.98,56.0,1016.0,2.06,scattered clouds,2.0,0.32,98.56,25.39,10.19,Entrainement
2026-05-02 13:08:29.754473,Tanger,35.7595,-5.834,20.74,73.0,1018.0,4.12,scattered clouds,3.0,0.68,107.68,8.47,3.79,Entrainement
2026-05-02 13:08:29.754473,Rabat,34.0209,-6.8416,19.37,77.0,1018.0,2.06,overcast clouds,3.0,0.98,100.98,11.13,6.76,Entrainement
2026-05-02 13:08:29.754473,Agadir,30.4278,-9.5981,24.06,68.0,1016.0,5.0,scattered clouds,2.0,0.21,90.04,18.37,6.6,Entrainement
2026-05-02 13:31:20.000000,Casablanca,33.5731,-7.5898,20.74,60.0,1018.0,2.57,scattered clouds,3.0,0.73,101.12,12.41,5.95,Entrainement
2026-05-02 13:31:22.000000,Tanger,35.7595,-5.834,21.64,68.0,1017.0,3.6,scattered clouds,3.0,0.63,102.28,7.95,5.02,Entrainement
2026-05-02 13:31:23.000000,Karia Ba Mohamed,34.3667,-5.2139,25.85,51.0,1015.0,4.26,broken clouds,2.0,0.37,91.17,9.82,5.86,Entrainement
2026-05-02 13:31:25.000000,Fes,34.0331,-5.0003,21.14,73.0,1015.0,4.63,broken clouds,2.0,0.31,87.73,9.84,5.72,Entrainement
2026-05-02 14:00:34.000000,Casablanca,33.5731,-7.5898,21.01,60.0,1018.0,2.06,scattered clouds,3.0,0.52,105.07,14.0,7.19,Entrainement
2026-05-02 14:00:41.000000,Rabat,34.0209,-6.8416,20.37,73.0,1018.0,2.57,overcast clouds,3.0,0.73,103.98,10.21,6.33,Entrainement
2026-05-02 14:00:48.000000,Marrakech,31.6295,-7.9811,23.98,53.0,1015.0,1.54,scattered clouds,3.0,0.3,102.55,26.87,10.62,Entrainement
2026-05-02 14:00:54.000000,Fes,34.0331,-5.0003,21.08,73.0,1016.0,4.63,broken clouds,2.0,0.29,86.63,9.46,5.29,Entrainement
2026-05-02 14:08:40.426626,Rabat,34.0209,-6.8416,20.37,73.0,1018.0,2.57,overcast clouds,3.0,0.65,102.45,8.76,5.48,Entrainement
2026-05-02 14:08:40.426626,Marrakech,31.6295,-7.9811,23.98,53.0,1015.0,1.54,scattered clouds,3.0,0.28,101.73,26.88,10.33,Entrainement
2026-05-02 14:08:40.426626,Tanger,35.7595,-5.834,20.74,73.0,1017.0,3.09,scattered clouds,3.0,0.56,110.9,8.43,3.88,Entrainement
2026-05-02 14:08:40.426626,Agadir,30.4278,-9.5981,25.06,66.0,1016.0,5.47,scattered clouds,2.0,0.18,91.15,19.02,7.31,Entrainement
2026-05-02 14:31:26.000000,Casablanca,33.5731,-7.5898,20.18,64.0,1018.0,3.6,few clouds,3.0,0.7,100.99,10.64,5.14,Entrainement
2026-05-02 14:31:28.000000,Tanger,35.7595,-5.834,22.64,68.0,1017.0,3.09,scattered clouds,3.0,0.74,101.37,7.21,4.53,Entrainement
2026-05-02 14:31:29.000000,Karia Ba Mohamed,34.3667,-5.2139,26.3,49.0,1014.0,5.05,broken clouds,2.0,0.41,90.51,9.4,5.6,Entrainement
2026-05-02 14:31:31.000000,Fes,34.0331,-5.0003,22.14,64.0,1014.0,3.6,broken clouds,2.0,0.31,87.73,9.84,5.72,Entrainement
2026-05-02 15:01:01.000000,Casablanca,33.5731,-7.5898,21.01,60.0,1017.0,2.57,scattered clouds,3.0,0.62,101.32,10.97,5.45,Entrainement
2026-05-02 15:01:07.000000,Rabat,34.0209,-6.8416,21.37,64.0,1018.0,3.09,overcast clouds,3.0,0.63,102.28,7.95,5.02,Entrainement
2026-05-02 15:01:13.000000,Marrakech,31.6295,-7.9811,26.02,44.0,1015.0,1.03,scattered clouds,3.0,0.28,101.76,27.9,10.77,Entrainement
2026-05-02 15:01:20.000000,Fes,34.0331,-5.0003,22.08,64.0,1015.0,4.63,broken clouds,2.0,0.31,87.73,9.84,5.72,Entrainement
2026-05-02 15:08:50.171003,Agadir,30.4278,-9.5981,25.06,58.0,1015.0,5.78,few clouds,2.0,0.18,92.49,16.54,6.77,Entrainement
2026-05-02 15:08:50.171003,Rabat,34.0209,-6.8416,21.37,64.0,1018.0,3.09,overcast clouds,3.0,0.63,102.28,7.95,5.02,Entrainement
2026-05-02 15:08:50.171003,Tanger,35.7595,-5.834,21.74,73.0,1017.0,3.6,scattered clouds,3.0,0.36,109.87,6.46,2.83,Entrainement
2026-05-02 15:08:50.171003,Marrakech,31.6295,-7.9811,25.97,44.0,1015.0,1.03,scattered clouds,3.0,0.28,101.76,27.9,10.77,Entrainement
2026-05-02 15:31:32.000000,Casablanca,33.5731,-7.5898,20.18,64.0,1017.0,3.6,few clouds,3.0,0.88,102.02,9.2,4.27,Entrainement
2026-05-02 15:31:34.000000,Tanger,35.7595,-5.834,22.64,68.0,1016.0,3.09,scattered clouds,3.0,1.1,100.68,6.75,4.15,Entrainement
2026-05-02 15:31:35.000000,Karia Ba Mohamed,34.3667,-5.2139,25.98,49.0,1014.0,5.84,broken clouds,2.0,0.52,90.03,9.15,5.41,Entrainement
2026-05-02 15:31:36.000000,Fes,34.0331,-5.0003,23.14,60.0,1014.0,3.6,scattered clouds,2.0,0.52,85.85,9.16,5.65,Entrainement
2026-05-02 16:01:26.000000,Casablanca,33.5731,-7.5898,20.01,64.0,1017.0,3.6,few clouds,3.0,0.66,101.26,10.3,5.09,Entrainement
2026-05-02 16:01:33.000000,Rabat,34.0209,-6.8416,21.37,64.0,1017.0,3.09,overcast clouds,3.0,0.74,101.37,7.21,4.53,Entrainement
2026-05-02 16:01:40.000000,Marrakech,31.6295,-7.9811,25.98,44.0,1014.0,1.54,scattered clouds,3.0,0.3,101.08,28.99,11.15,Entrainement
2026-05-02 16:01:47.000000,Fes,34.0331,-5.0003,22.08,68.0,1014.0,3.6,scattered clouds,2.0,0.39,86.69,9.33,5.68,Entrainement
2026-05-02 16:09:00.053353,Tanger,35.7595,-5.834,22.74,68.0,1016.0,3.6,scattered clouds,3.0,0.37,111.01,6.69,2.95,Entrainement
2026-05-02 16:09:00.053353,Rabat,34.0209,-6.8416,21.37,64.0,1017.0,3.09,overcast clouds,3.0,0.74,101.37,7.21,4.53,Entrainement
2026-05-02 16:09:00.053353,Marrakech,31.6295,-7.9811,25.98,44.0,1014.0,1.54,scattered clouds,3.0,0.3,101.08,28.99,11.15,Entrainement
2026-05-02 16:09:00.053353,Agadir,30.4278,-9.5981,24.06,52.0,1013.0,7.2,few clouds,2.0,0.19,92.89,14.42,6.16,Entrainement
2026-05-02 16:31:38.000000,Casablanca,33.5731,-7.5898,20.18,60.0,1017.0,3.6,few clouds,3.0,1.16,102.04,8.46,3.73,Entrainement
2026-05-02 16:31:39.000000,Tanger,35.7595,-5.834,22.64,68.0,1015.0,4.12,scattered clouds,2.0,1.68,99.68,6.56,3.9,Entrainement
2026-05-02 16:31:40.000000,Karia Ba Mohamed,34.3667,-5.2139,24.65,52.0,1014.0,7.65,broken clouds,2.0,0.69,88.27,8.81,5.17,Entrainement
2026-05-02 16:31:42.000000,Fes,34.0331,-5.0003,23.14,60.0,1014.0,3.09,scattered clouds,2.0,0.52,85.85,9.16,5.65,Entrainement
2026-05-02 17:01:54.000000,Casablanca,33.5731,-7.5898,20.01,64.0,1017.0,3.6,few clouds,3.0,0.79,102.17,9.64,4.68,Entrainement
2026-05-02 17:02:01.000000,Rabat,34.0209,-6.8416,20.37,68.0,1017.0,3.6,broken clouds,3.0,1.1,100.68,6.75,4.15,Entrainement
2026-05-02 17:02:08.000000,Marrakech,31.6295,-7.9811,26.98,41.0,1013.0,2.06,scattered clouds,3.0,0.36,101.37,28.08,10.79,Entrainement
2026-05-02 17:02:15.000000,Fes,34.0331,-5.0003,23.1,60.0,1014.0,2.57,scattered clouds,2.0,0.52,85.85,9.16,5.65,Entrainement
2026-05-02 17:09:10.036275,Marrakech,31.6295,-7.9811,26.98,41.0,1013.0,2.06,scattered clouds,3.0,0.36,101.37,28.08,10.79,Entrainement
2026-05-02 17:09:10.036275,Agadir,30.4278,-9.5981,25.06,50.0,1013.0,8.55,scattered clouds,2.0,0.21,93.11,11.89,5.11,Entrainement
2026-05-02 17:09:10.036275,Rabat,34.0209,-6.8416,20.37,68.0,1017.0,3.6,broken clouds,3.0,1.1,100.68,6.75,4.15,Entrainement
2026-05-02 17:09:10.036275,Tanger,35.7595,-5.834,22.74,68.0,1016.0,2.06,scattered clouds,3.0,0.44,112.33,6.95,3.05,Entrainement
2026-05-02 17:31:44.000000,Casablanca,33.5731,-7.5898,19.13,63.0,1017.0,3.6,scattered clouds,3.0,1.48,100.71,7.84,3.27,Entrainement
2026-05-02 17:31:45.000000,Tanger,35.7595,-5.834,21.64,68.0,1015.0,6.17,scattered clouds,2.0,2.17,97.71,6.15,3.46,Entrainement
2026-05-02 17:31:47.000000,Karia Ba Mohamed,34.3667,-5.2139,21.87,58.0,1014.0,7.76,broken clouds,2.0,0.83,86.65,8.43,4.88,Entrainement
2026-05-02 17:31:48.000000,Fes,34.0331,-5.0003,22.14,68.0,1014.0,3.09,scattered clouds,2.0,0.83,82.9,8.9,5.46,Entrainement
2026-05-02 18:02:22.000000,Casablanca,33.5731,-7.5898,20.0,60.0,1017.0,3.6,few clouds,3.0,1.04,102.28,8.97,4.2,Entrainement
2026-05-02 18:02:28.000000,Rabat,34.0209,-6.8416,20.37,68.0,1017.0,3.09,scattered clouds,2.0,1.68,99.68,6.56,3.9,Entrainement
2026-05-02 18:02:35.000000,Marrakech,31.6295,-7.9811,26.98,41.0,1013.0,2.06,scattered clouds,3.0,0.51,100.62,28.38,11.2,Entrainement
2026-05-02 18:02:42.000000,Fes,34.0331,-5.0003,22.08,68.0,1014.0,3.6,scattered clouds,2.0,0.69,84.24,9.07,5.58,Entrainement
2026-05-02 18:09:19.481203,Agadir,30.4278,-9.5981,23.06,51.0,1013.0,8.13,scattered clouds,2.0,0.23,92.67,9.53,3.91,Entrainement
2026-05-02 18:09:19.481203,Tanger,35.7595,-5.834,21.74,68.0,1016.0,5.66,scattered clouds,3.0,0.57,113.58,7.18,3.13,Entrainement
2026-05-02 18:09:19.481203,Marrakech,31.6295,-7.9811,26.98,41.0,1013.0,2.06,scattered clouds,3.0,0.51,100.62,28.38,11.2,Entrainement
